Device Description,Grid,Date,Reading
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/3/2025,19190.43
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/4/2025,17177.95
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/5/2025,16993.28
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/6/2025,16622.87
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/7/2025,8626.12
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/8/2025,0
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/9/2025,0
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/10/2025,0
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/11/2025,10071.29
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/12/2025,14274.06
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/13/2025,14271.05
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/14/2025,14521.54
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/15/2025,14647.83
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/16/2025,14952.9
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/17/2025,14210.4
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/18/2025,14641.73
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/19/2025,14540.79
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/20/2025,14581.59
MT880_HTO-6347_Khayaban-e-Momin_SW39_T3,Gizri,10/21/2025,15161.93
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/1/2025,34544.19
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/2/2025,36381.2
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/3/2025,37351.35
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/4/2025,31651.3
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/5/2025,34217.53
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/6/2025,30994.91
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/7/2025,28823.48
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/8/2025,29620.55
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/9/2025,32380.73
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/10/2025,31398.1
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/11/2025,31503.1
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/12/2025,29303.62
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/13/2025,31536.07
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/14/2025,32129.5
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/15/2025,31122.18
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/16/2025,29600.54
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/17/2025,25924.87
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/18/2025,25698.23
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/19/2025,27239.02
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/20/2025,27398.14
MT880_HTO-6348_Buffer-Zone-Pumping_SW9_T1,North-Karachi,10/21/2025,28051.26
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/1/2025,12495.1
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/2/2025,13074.56
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/3/2025,12430.62
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/4/2025,11297.74
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/5/2025,7767.68
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/6/2025,12317.04
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/7/2025,11735.64
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/8/2025,11417.53
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/9/2025,11187.58
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/10/2025,28213.04
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/11/2025,45277.66
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/12/2025,41428.07
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/13/2025,45402.62
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/14/2025,45440.61
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/15/2025,45208.07
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/16/2025,45522.7
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/17/2025,47957.01
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/18/2025,47720.94
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/19/2025,43985.41
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/20/2025,48944.46
MT880_HTO-6349_Ashyana+Punjab-Colony_SW40_T3,Gizri,10/21/2025,49821.95
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/1/2025,15445.24
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/2/2025,15084.52
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/3/2025,14827.08
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/4/2025,14721.88
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/5/2025,13330.01
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/6/2025,14694.62
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/7/2025,11474.35
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/8/2025,10171.73
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/9/2025,10043.64
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/10/2025,12560.01
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/11/2025,13526.2
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/12/2025,11922.1
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/13/2025,13529.16
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/14/2025,13357.23
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/15/2025,13309.28
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/16/2025,13080.09
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/17/2025,13080.79
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/18/2025,12690.38
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/19/2025,11889.05
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/20/2025,13515.68
MT880_HTO-6350_UP-Morh_SW10_T1,North-Karachi,10/21/2025,13645.03
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/1/2025,9802.25
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/2/2025,9923.69
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/3/2025,10452.28
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/4/2025,9378.66
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/5/2025,8678.05
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/6/2025,9122.67
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/7/2025,8841.83
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/8/2025,8489.33
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/9/2025,8919.34
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/10/2025,9537.68
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/11/2025,8539.31
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/12/2025,7876.94
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/13/2025,8712.95
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/14/2025,8751.44
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/15/2025,8664.15
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/16/2025,8647.74
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/17/2025,9017.6
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/18/2025,8455.78
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/19/2025,7771.64
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/20/2025,8431.74
MT880_HTO-6351_Barkat-Market_SW7_T1,North-Karachi,10/21/2025,8758.11
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/1/2025,36770.88
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/2/2025,40161.07
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/3/2025,35191.56
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/4/2025,33390.72
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/5/2025,33952.73
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/6/2025,31362.03
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/7/2025,30966.42
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/8/2025,29578.47
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/9/2025,29527.1
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/10/2025,28992.98
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/11/2025,28686.37
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/12/2025,27727.68
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/13/2025,28332.82
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/14/2025,27086.9
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/15/2025,30345.46
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/16/2025,34261.57
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/17/2025,29614.12
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/18/2025,27636.71
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/19/2025,26972.68
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/20/2025,27998.19
MT880_HTO-6352_Khan-Yonus_SW5_T1,North-Karachi,10/21/2025,28038.88
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/1/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/2/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/3/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/4/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/5/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/6/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/7/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/8/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/9/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/10/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/11/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/12/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/13/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/14/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/15/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/16/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/17/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/18/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/19/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/20/2025,0
MT880_HTO-6353_Hassan-Terrace+Anwar-Ali_SW41_T3,Gizri,10/21/2025,0
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/1/2025,42533.11
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/2/2025,42247.97
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/3/2025,44487.24
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/4/2025,41776.18
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/5/2025,41551.23
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/6/2025,41546.63
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/7/2025,40150.24
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/8/2025,39231.49
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/9/2025,38542.46
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/10/2025,40697.71
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/11/2025,38068.47
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/12/2025,37160.34
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/13/2025,37649.38
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/14/2025,37365.98
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/15/2025,37859.19
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/16/2025,37125.41
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/17/2025,39652.89
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/18/2025,37718.59
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/19/2025,37601.9
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/20/2025,38550.49
MT880_HTO-6355_Kh-e-Hafiz_SW42_T3,Gizri,10/21/2025,38529.92
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/1/2025,46325.88
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/2/2025,47722.63
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/3/2025,49450.49
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/4/2025,39294.18
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/5/2025,36029.09
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/6/2025,36158.24
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/7/2025,35647.08
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/8/2025,35322.14
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/9/2025,34852.14
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/10/2025,37734.64
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/11/2025,35228.4
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/12/2025,25919.35
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/13/2025,8058.07
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/14/2025,33446.9
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/15/2025,33747.21
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/16/2025,33257.09
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/17/2025,35321.47
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/18/2025,34799.3
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/19/2025,35596.64
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/20/2025,38241.67
MT880_HTO-6356_Peoples Colony_SW11_T1,North-Karachi,10/21/2025,30532.51
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/1/2025,52425.77
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/2/2025,52384.83
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/3/2025,54123.62
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/4/2025,50117.34
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/5/2025,50502.86
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/6/2025,54506.24
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/7/2025,69286.53
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/8/2025,53037.77
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/9/2025,44223.11
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/10/2025,42661.45
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/11/2025,44608.17
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/12/2025,61380.26
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/13/2025,59137.42
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/14/2025,40489.2
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/15/2025,39524.69
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/16/2025,39068.16
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/17/2025,39596.53
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/18/2025,41908.53
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/19/2025,42543.86
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/20/2025,43988.5
MT880_HTO-6357_Khayyam-Town+Maraqba-Hal_SW8_T1,North-Karachi,10/21/2025,44004.06
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/1/2025,3915.82
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/2/2025,4625.42
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/3/2025,3985.97
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/4/2025,3337.77
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/5/2025,1994.45
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/6/2025,4619.47
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/7/2025,4546.34
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/8/2025,4272.04
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/9/2025,4092.34
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/10/2025,3621.07
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/11/2025,3229.97
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/12/2025,2365.91
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/13/2025,4288.62
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/14/2025,4008.91
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/15/2025,3756.4
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/16/2025,3821.61
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/17/2025,3471.07
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/18/2025,2959.42
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/19/2025,3483.06
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/20/2025,4183.62
MT880_HTO-6358_SCADA-1_SW43_T3,Gizri,10/21/2025,4090.38
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/1/2025,829.36
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/2/2025,803.43
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/3/2025,723.07
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/4/2025,709.96
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/5/2025,681.63
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/6/2025,649.72
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/7/2025,667.69
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/8/2025,643.34
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/9/2025,641.13
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/10/2025,646.79
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/11/2025,620.61
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/12/2025,625.46
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/13/2025,637.55
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/14/2025,613.15
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/15/2025,609.24
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/16/2025,628.64
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/17/2025,676.52
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/18/2025,685.32
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/19/2025,662.93
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/20/2025,663.31
MT880_HTO-6359_House-Trafo_SW3_T1,North-Karachi,10/21/2025,660.45
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/1/2025,29287.2
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/2/2025,23446.1
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/3/2025,30947.75
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/4/2025,27698
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/5/2025,27125.84
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/6/2025,25754.08
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/7/2025,25760.72
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/8/2025,24903.61
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/9/2025,24856.5
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/10/2025,27731.78
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/11/2025,24083.08
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/12/2025,24896.76
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/13/2025,27667.96
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/14/2025,25205.16
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/15/2025,24219.27
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/16/2025,24068.69
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/17/2025,26492.74
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/18/2025,23345.33
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/19/2025,24972.38
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/20/2025,24898.13
MT880_HTO-6360_Al-Wajid-Town_SW45_T2,Site,10/21/2025,13078.12
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/1/2025,38152.91
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/2/2025,43132.93
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/3/2025,32655.5
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/4/2025,32272.98
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/5/2025,22412.61
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/6/2025,27626.67
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/7/2025,29456.12
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/8/2025,30900.86
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/9/2025,31211.65
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/10/2025,28938.23
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/11/2025,29933.93
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/12/2025,22949.2
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/13/2025,25019.12
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/14/2025,29850.48
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/15/2025,30026.1
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/16/2025,29783.43
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/17/2025,28760.83
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/18/2025,30036.64
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/19/2025,19223.46
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/20/2025,51903.27
MT880_HTO-6361_Romi-International_SW47_T2,Site,10/21/2025,58888.17
MT880_HTO-6362_Ishtiaq-Industries_SW49_T2,Site,10/1/2025,0.1
MT880_HTO-6362_Ishtiaq-Industries_SW49_T2,Site,10/2/2025,0
MT880_HTO-6362_Ishtiaq-Industries_SW49_T2,Site,10/3/2025,0
MT880_HTO-6362_Ishtiaq-Industries_SW49_T2,Site,10/4/2025,0
MT880_HTO-6362_Ishtiaq-Industries_SW49_T2,Site,10/5/2025,0
MT880_HTO-6362_Ishtiaq-Industries_SW49_T2,Site,10/6/2025,2.31
MT880_HTO-6362_Ishtiaq-Industries_SW49_T2,Site,10/7/2025,7.76
MT880_HTO-6362_Ishtiaq-Industries_SW49_T2,Site,10/8/2025,0
MT880_HTO-6362_Ishtiaq-Industries_SW49_T2,Site,10/9/2025,0
MT880_HTO-6362_Ishtiaq-Industries_SW49_T2,Site,10/10/2025,0.02
